date,temperature_2m_mean
2022-06-14 00:00:00+00:00,15.447249
2022-06-15 00:00:00+00:00,16.911833
2022-06-16 00:00:00+00:00,18.157665
2022-06-17 00:00:00+00:00,22.432669
2022-06-18 00:00:00+00:00,19.424334
2022-06-19 00:00:00+00:00,14.349332
2022-06-20 00:00:00+00:00,14.774331
2022-06-21 00:00:00+00:00,15.761833
2022-06-22 00:00:00+00:00,17.430582
2022-06-23 00:00:00+00:00,22.532667
2022-06-24 00:00:00+00:00,19.116
2022-06-25 00:00:00+00:00,17.7535
2022-06-26 00:00:00+00:00,18.011831
2022-06-27 00:00:00+00:00,16.520166
2022-06-28 00:00:00+00:00,17.590998
2022-06-29 00:00:00+00:00,20.295166
2022-06-30 00:00:00+00:00,18.049334
2022-07-01 00:00:00+00:00,16.407667
2022-07-02 00:00:00+00:00,18.124334
2022-07-03 00:00:00+00:00,17.824333
2022-07-04 00:00:00+00:00,17.024332
2022-07-05 00:00:00+00:00,15.720164
2022-07-06 00:00:00+00:00,16.528498
2022-07-07 00:00:00+00:00,16.507666
2022-07-08 00:00:00+00:00,17.5535
2022-07-09 00:00:00+00:00,17.374332
2022-07-10 00:00:00+00:00,16.891
2022-07-11 00:00:00+00:00,18.586832
2022-07-12 00:00:00+00:00,21.453499
2022-07-13 00:00:00+00:00,21.195168
2022-07-14 00:00:00+00:00,16.486832
2022-07-15 00:00:00+00:00,16.74933
2022-07-16 00:00:00+00:00,16.741
2022-07-17 00:00:00+00:00,18.761833
2022-07-18 00:00:00+00:00,24.140999
2022-07-19 00:00:00+00:00,29.211836
2022-07-20 00:00:00+00:00,24.286827
2022-07-21 00:00:00+00:00,17.141
2022-07-22 00:00:00+00:00,17.011833
2022-07-23 00:00:00+00:00,18.257664
2022-07-24 00:00:00+00:00,22.9285
2022-07-25 00:00:00+00:00,20.820166
2022-07-26 00:00:00+00:00,16.586832
2022-07-27 00:00:00+00:00,16.274334
2022-07-28 00:00:00+00:00,17.191
2022-07-29 00:00:00+00:00,18.407665
2022-07-30 00:00:00+00:00,18.820166
2022-07-31 00:00:00+00:00,18.465998
2022-08-01 00:00:00+00:00,18.095167
2022-08-02 00:00:00+00:00,20.588915
2022-08-03 00:00:00+00:00,22.6785
2022-08-04 00:00:00+00:00,21.699331
2022-08-05 00:00:00+00:00,16.790998
2022-08-06 00:00:00+00:00,16.182667
2022-08-07 00:00:00+00:00,16.841
2022-08-08 00:00:00+00:00,18.395166
2022-08-09 00:00:00+00:00,19.457666
2022-08-10 00:00:00+00:00,21.482666
2022-08-11 00:00:00+00:00,23.528502
2022-08-12 00:00:00+00:00,24.482664
2022-08-13 00:00:00+00:00,24.52433
2022-08-14 00:00:00+00:00,25.157667
2022-08-15 00:00:00+00:00,23.449333
2022-08-16 00:00:00+00:00,22.165998
2022-08-17 00:00:00+00:00,18.470165
2022-08-18 00:00:00+00:00,19.465998
2022-08-19 00:00:00+00:00,20.028498
2022-08-20 00:00:00+00:00,19.103498
2022-08-21 00:00:00+00:00,18.511833
2022-08-22 00:00:00+00:00,19.824333
2022-08-23 00:00:00+00:00,20.878496
2022-08-24 00:00:00+00:00,22.83683
2022-08-25 00:00:00+00:00,24.282667
2022-08-26 00:00:00+00:00,18.320168
2022-08-27 00:00:00+00:00,16.6285
2022-08-28 00:00:00+00:00,17.511833
2022-08-29 00:00:00+00:00,17.48683
2022-08-30 00:00:00+00:00,18.274332
2022-08-31 00:00:00+00:00,18.757666
2022-09-01 00:00:00+00:00,19.136831
2022-09-02 00:00:00+00:00,19.095167
2022-09-03 00:00:00+00:00,20.540997
2022-09-04 00:00:00+00:00,20.765999
2022-09-05 00:00:00+00:00,22.749334
2022-09-06 00:00:00+00:00,21.81183
2022-09-07 00:00:00+00:00,19.090998
2022-09-08 00:00:00+00:00,16.832666
2022-09-09 00:00:00+00:00,15.2785
2022-09-10 00:00:00+00:00,16.145164
2022-09-11 00:00:00+00:00,17.295168
2022-09-12 00:00:00+00:00,18.8035
2022-09-13 00:00:00+00:00,18.036833
2022-09-14 00:00:00+00:00,16.361832
2022-09-15 00:00:00+00:00,15.057667
2022-09-16 00:00:00+00:00,13.203502
2022-09-17 00:00:00+00:00,13.216
2022-09-18 00:00:00+00:00,12.0535
2022-09-19 00:00:00+00:00,13.182666
2022-09-20 00:00:00+00:00,13.024333
2022-09-21 00:00:00+00:00,13.582665
2022-09-22 00:00:00+00:00,13.482666
2022-09-23 00:00:00+00:00,14.6535
2022-09-24 00:00:00+00:00,13.832667
2022-09-25 00:00:00+00:00,13.045166
2022-09-26 00:00:00+00:00,11.936833
2022-09-27 00:00:00+00:00,9.970166
2022-09-28 00:00:00+00:00,10.5035
2022-09-29 00:00:00+00:00,10.5285
2022-09-30 00:00:00+00:00,12.474332
2022-10-01 00:00:00+00:00,13.699336
2022-10-02 00:00:00+00:00,13.605582
2022-10-03 00:00:00+00:00,13.241
2022-10-04 00:00:00+00:00,14.428498
2022-10-05 00:00:00+00:00,15.393085
2022-10-06 00:00:00+00:00,13.863917
2022-10-07 00:00:00+00:00,13.843083
2022-10-08 00:00:00+00:00,12.288917
2022-10-09 00:00:00+00:00,11.136833
2022-10-10 00:00:00+00:00,11.222252
2022-10-11 00:00:00+00:00,11.028501
2022-10-12 00:00:00+00:00,10.938916
2022-10-13 00:00:00+00:00,11.468083
2022-10-14 00:00:00+00:00,11.957667
2022-10-15 00:00:00+00:00,13.540999
2022-10-16 00:00:00+00:00,14.263919
2022-10-17 00:00:00+00:00,15.074333
2022-10-18 00:00:00+00:00,13.14725
2022-10-19 00:00:00+00:00,10.928501
2022-10-20 00:00:00+00:00,12.068082
2022-10-21 00:00:00+00:00,14.365997
2022-10-22 00:00:00+00:00,14.33475
2022-10-23 00:00:00+00:00,14.766
2022-10-24 00:00:00+00:00,14.518085
2022-10-25 00:00:00+00:00,13.441002
2022-10-26 00:00:00+00:00,14.984748
2022-10-27 00:00:00+00:00,15.809749
2022-10-28 00:00:00+00:00,16.418083
2022-10-29 00:00:00+00:00,15.961833
2022-10-30 00:00:00+00:00,15.782666
2022-10-31 00:00:00+00:00,13.797252
2022-11-01 00:00:00+00:00,14.330585
2022-11-02 00:00:00+00:00,12.653501
2022-11-03 00:00:00+00:00,12.882667
2022-11-04 00:00:00+00:00,9.85975
2022-11-05 00:00:00+00:00,9.680585
2022-11-06 00:00:00+00:00,10.324333
2022-11-07 00:00:00+00:00,12.263917
2022-11-08 00:00:00+00:00,12.938919
2022-11-09 00:00:00+00:00,12.230583
2022-11-10 00:00:00+00:00,12.436832
2022-11-11 00:00:00+00:00,11.074334
2022-11-12 00:00:00+00:00,9.8201685
2022-11-13 00:00:00+00:00,10.007459
2022-11-14 00:00:00+00:00,6.0625825
2022-11-15 00:00:00+00:00,10.272999
2022-11-16 00:00:00+00:00,10.247999
2022-11-17 00:00:00+00:00,10.043834
2022-11-18 00:00:00+00:00,7.7021675
2022-11-19 00:00:00+00:00,1.3855001
2022-11-20 00:00:00+00:00,0.56049997
2022-11-21 00:00:00+00:00,4.6250834
2022-11-22 00:00:00+00:00,6.41675
2022-11-23 00:00:00+00:00,8.00425
2022-11-24 00:00:00+00:00,8.748
2022-11-25 00:00:00+00:00,8.91675
2022-11-26 00:00:00+00:00,7.064667
2022-11-27 00:00:00+00:00,6.687584
2022-11-28 00:00:00+00:00,8.358418
2022-11-29 00:00:00+00:00,7.089667
2022-11-30 00:00:00+00:00,6.256333
2022-12-01 00:00:00+00:00,4.100083
2022-12-02 00:00:00+00:00,3.2542503
2022-12-03 00:00:00+00:00,1.8250836
2022-12-04 00:00:00+00:00,1.2417501
2022-12-05 00:00:00+00:00,5.231333
2022-12-06 00:00:00+00:00,4.9417496
2022-12-07 00:00:00+00:00,4.3146663
2022-12-08 00:00:00+00:00,2.97925
2022-12-09 00:00:00+00:00,-0.39783335
2022-12-10 00:00:00+00:00,-0.008249988
2022-12-11 00:00:00+00:00,1.3188334
2022-12-12 00:00:00+00:00,-1.002
2022-12-13 00:00:00+00:00,-2.677
2022-12-14 00:00:00+00:00,-2.4957502
2022-12-15 00:00:00+00:00,-0.69575
2022-12-16 00:00:00+00:00,-0.37283334
2022-12-17 00:00:00+00:00,-2.0353334
2022-12-18 00:00:00+00:00,-2.7311668
2022-12-19 00:00:00+00:00,6.848
2022-12-20 00:00:00+00:00,9.7105
2022-12-21 00:00:00+00:00,7.0855002
2022-12-22 00:00:00+00:00,7.9917502
2022-12-23 00:00:00+00:00,8.566749
2022-12-24 00:00:00+00:00,8.9625845
2022-12-25 00:00:00+00:00,8.693834
2022-12-26 00:00:00+00:00,7.170916
2022-12-27 00:00:00+00:00,6.068833
2022-12-28 00:00:00+00:00,8.84175
2022-12-29 00:00:00+00:00,9.0105
2022-12-30 00:00:00+00:00,8.000083
2022-12-31 00:00:00+00:00,12.998
2023-01-01 00:00:00+00:00,11.789666
2023-01-02 00:00:00+00:00,8.462584
2023-01-03 00:00:00+00:00,5.6959167
2023-01-04 00:00:00+00:00,11.025083
2023-01-05 00:00:00+00:00,10.29175
2023-01-06 00:00:00+00:00,9.777165
2023-01-07 00:00:00+00:00,10.247998
2023-01-08 00:00:00+00:00,8.0605
2023-01-09 00:00:00+00:00,6.933416
2023-01-10 00:00:00+00:00,6.9605002
2023-01-11 00:00:00+00:00,9.614667
2023-01-12 00:00:00+00:00,10.285499
2023-01-13 00:00:00+00:00,8.573001
2023-01-14 00:00:00+00:00,8.033416
2023-01-15 00:00:00+00:00,6.2792497
2023-01-16 00:00:00+00:00,4.0084167
2023-01-17 00:00:00+00:00,1.8292499
2023-01-18 00:00:00+00:00,2.0229998
2023-01-19 00:00:00+00:00,3.4605005
2023-01-20 00:00:00+00:00,0.8000832
2023-01-21 00:00:00+00:00,0.29174998
2023-01-22 00:00:00+00:00,1.3646666
2023-01-23 00:00:00+00:00,3.0417497
2023-01-24 00:00:00+00:00,2.2105002
2023-01-25 00:00:00+00:00,0.18966667
2023-01-26 00:00:00+00:00,4.2771664
2023-01-27 00:00:00+00:00,3.9396665
2023-01-28 00:00:00+00:00,3.0146668
2023-01-29 00:00:00+00:00,4.4480004
2023-01-30 00:00:00+00:00,6.8980002
2023-01-31 00:00:00+00:00,6.7146664
2023-02-01 00:00:00+00:00,7.323
2023-02-02 00:00:00+00:00,8.164666
2023-02-03 00:00:00+00:00,8.714667
2023-02-04 00:00:00+00:00,7.2938333
2023-02-05 00:00:00+00:00,6.418833
2023-02-06 00:00:00+00:00,3.8063328
2023-02-07 00:00:00+00:00,0.65216666
2023-02-08 00:00:00+00:00,0.5479998
2023-02-09 00:00:00+00:00,2.3563335
2023-02-10 00:00:00+00:00,4.4104996
2023-02-11 00:00:00+00:00,7.1500835
2023-02-12 00:00:00+00:00,6.2730002
2023-02-13 00:00:00+00:00,6.941751
2023-02-14 00:00:00+00:00,4.2625833
2023-02-15 00:00:00+00:00,4.775083
2023-02-16 00:00:00+00:00,7.935501
2023-02-17 00:00:00+00:00,9.656331
2023-02-18 00:00:00+00:00,10.033417
2023-02-19 00:00:00+00:00,7.641751
2023-02-20 00:00:00+00:00,8.17925
2023-02-21 00:00:00+00:00,8.435501
2023-02-22 00:00:00+00:00,6.9292507
2023-02-23 00:00:00+00:00,6.3667507
2023-02-24 00:00:00+00:00,4.7188334
2023-02-25 00:00:00+00:00,4.043833
2023-02-26 00:00:00+00:00,2.6271665
2023-02-27 00:00:00+00:00,2.8354998
2023-02-28 00:00:00+00:00,2.7521667
2023-03-01 00:00:00+00:00,2.2125833
2023-03-02 00:00:00+00:00,3.3250835
2023-03-03 00:00:00+00:00,4.277167
2023-03-04 00:00:00+00:00,5.895916
2023-03-05 00:00:00+00:00,4.09175
2023-03-06 00:00:00+00:00,3.748
2023-03-07 00:00:00+00:00,3.0542498
2023-03-08 00:00:00+00:00,1.1979998
2023-03-09 00:00:00+00:00,1.6334163
2023-03-10 00:00:00+00:00,1.3167498
2023-03-11 00:00:00+00:00,2.673
2023-03-12 00:00:00+00:00,6.12925
2023-03-13 00:00:00+00:00,11.887582
2023-03-14 00:00:00+00:00,6.7667503
2023-03-15 00:00:00+00:00,4.812583
2023-03-16 00:00:00+00:00,8.168832
2023-03-17 00:00:00+00:00,11.316749
2023-03-18 00:00:00+00:00,11.850083
2023-03-19 00:00:00+00:00,9.298
2023-03-20 00:00:00+00:00,7.862583
2023-03-21 00:00:00+00:00,10.108417
2023-03-22 00:00:00+00:00,10.073001
2023-03-23 00:00:00+00:00,12.125084
2023-03-24 00:00:00+00:00,10.797999
2023-03-25 00:00:00+00:00,9.068833
2023-03-26 00:00:00+00:00,6.6792507
2023-03-27 00:00:00+00:00,4.6896667
2023-03-28 00:00:00+00:00,4.4500833
2023-03-29 00:00:00+00:00,9.827167
2023-03-30 00:00:00+00:00,11.948001
2023-03-31 00:00:00+00:00,10.300083
2023-04-01 00:00:00+00:00,9.262584
2023-04-02 00:00:00+00:00,5.94175
2023-04-03 00:00:00+00:00,5.41675
2023-04-04 00:00:00+00:00,4.937583
2023-04-05 00:00:00+00:00,6.137583
2023-04-06 00:00:00+00:00,6.6209164
2023-04-07 00:00:00+00:00,8.41675
2023-04-08 00:00:00+00:00,8.24175
2023-04-09 00:00:00+00:00,10.773002
2023-04-10 00:00:00+00:00,10.40425
2023-04-11 00:00:00+00:00,9.800083
2023-04-12 00:00:00+00:00,9.302167
2023-04-13 00:00:00+00:00,8.414666
2023-04-14 00:00:00+00:00,9.191749
2023-04-15 00:00:00+00:00,8.966752
2023-04-16 00:00:00+00:00,8.737583
2023-04-17 00:00:00+00:00,9.402167
2023-04-18 00:00:00+00:00,9.473001
2023-04-19 00:00:00+00:00,10.281333
2023-04-20 00:00:00+00:00,8.65425
2023-04-21 00:00:00+00:00,10.973
2023-04-22 00:00:00+00:00,9.156333
2023-04-23 00:00:00+00:00,11.19175
2023-04-24 00:00:00+00:00,8.823001
2023-04-25 00:00:00+00:00,6.7146683
2023-04-26 00:00:00+00:00,5.9563336
2023-04-27 00:00:00+00:00,7.414667
2023-04-28 00:00:00+00:00,9.94175
2023-04-29 00:00:00+00:00,11.045918
2023-04-30 00:00:00+00:00,11.398
2023-05-01 00:00:00+00:00,11.458417
2023-05-02 00:00:00+00:00,9.073001
2023-05-03 00:00:00+00:00,9.158416
2023-05-04 00:00:00+00:00,13.616752
2023-05-05 00:00:00+00:00,14.189667
2023-05-06 00:00:00+00:00,14.958417
2023-05-07 00:00:00+00:00,15.723
2023-05-08 00:00:00+00:00,14.689667
2023-05-09 00:00:00+00:00,13.320916
2023-05-10 00:00:00+00:00,12.598
2023-05-11 00:00:00+00:00,13.093833
2023-05-12 00:00:00+00:00,15.456333
2023-05-13 00:00:00+00:00,15.514667
2023-05-14 00:00:00+00:00,13.645917
2023-05-15 00:00:00+00:00,10.637582
2023-05-16 00:00:00+00:00,10.370915
2023-05-17 00:00:00+00:00,10.34175
2023-05-18 00:00:00+00:00,10.21675
2023-05-19 00:00:00+00:00,13.177165
2023-05-20 00:00:00+00:00,14.964665
2023-05-21 00:00:00+00:00,15.693833
2023-05-22 00:00:00+00:00,16.864664
2023-05-23 00:00:00+00:00,12.489666
2023-05-24 00:00:00+00:00,11.902165
2023-05-25 00:00:00+00:00,12.293832
2023-05-26 00:00:00+00:00,12.443832
2023-05-27 00:00:00+00:00,13.487584
2023-05-28 00:00:00+00:00,14.804249
2023-05-29 00:00:00+00:00,12.308414
2023-05-30 00:00:00+00:00,12.456334
2023-05-31 00:00:00+00:00,14.48758
2023-06-01 00:00:00+00:00,12.0855
2023-06-02 00:00:00+00:00,13.39175
2023-06-03 00:00:00+00:00,15.960499
2023-06-04 00:00:00+00:00,14.981332
2023-06-05 00:00:00+00:00,14.087583
2023-06-06 00:00:00+00:00,14.316749
2023-06-07 00:00:00+00:00,14.662582
2023-06-08 00:00:00+00:00,16.254248
2023-06-09 00:00:00+00:00,19.914667
2023-06-10 00:00:00+00:00,21.839666
2023-06-11 00:00:00+00:00,24.077166
2023-06-12 00:00:00+00:00,23.48133
2023-06-13 00:00:00+00:00,21.791746
2023-06-14 00:00:00+00:00,20.583418
2023-06-15 00:00:00+00:00,20.566748
2023-06-16 00:00:00+00:00,19.945913
2023-06-17 00:00:00+00:00,20.133413
2023-06-18 00:00:00+00:00,21.816751
2023-06-19 00:00:00+00:00,20.689667
2023-06-20 00:00:00+00:00,22.091751
2023-06-21 00:00:00+00:00,20.102167
2023-06-22 00:00:00+00:00,19.17925
2023-06-23 00:00:00+00:00,20.368832
2023-06-24 00:00:00+00:00,21.41675
2023-06-25 00:00:00+00:00,24.520912
2023-06-26 00:00:00+00:00,19.331335
2023-06-27 00:00:00+00:00,17.587582
2023-06-28 00:00:00+00:00,18.375082
2023-06-29 00:00:00+00:00,17.927168
2023-06-30 00:00:00+00:00,16.993834
2023-07-01 00:00:00+00:00,17.348
2023-07-02 00:00:00+00:00,16.943832
2023-07-03 00:00:00+00:00,16.712584
2023-07-04 00:00:00+00:00,16.631334
2023-07-05 00:00:00+00:00,14.762584
2023-07-06 00:00:00+00:00,17.264666
2023-07-07 00:00:00+00:00,20.831335
2023-07-08 00:00:00+00:00,24.147997
2023-07-09 00:00:00+00:00,21.72508
2023-07-10 00:00:00+00:00,20.36675
2023-07-11 00:00:00+00:00,21.09383
2023-07-12 00:00:00+00:00,18.60842
2023-07-13 00:00:00+00:00,18.266748
2023-07-14 00:00:00+00:00,18.5355
2023-07-15 00:00:00+00:00,20.337584
2023-07-16 00:00:00+00:00,18.512583
2023-07-17 00:00:00+00:00,17.558414
2023-07-18 00:00:00+00:00,18.123
2023-07-19 00:00:00+00:00,17.733416
2023-07-20 00:00:00+00:00,17.081331
2023-07-21 00:00:00+00:00,16.285501
2023-07-22 00:00:00+00:00,15.704247
2023-07-23 00:00:00+00:00,17.668833
2023-07-24 00:00:00+00:00,17.058414
2023-07-25 00:00:00+00:00,15.262584
2023-07-26 00:00:00+00:00,15.614667
2023-07-27 00:00:00+00:00,16.793833
2023-07-28 00:00:00+00:00,19.42925
2023-07-29 00:00:00+00:00,18.545918
2023-07-30 00:00:00+00:00,17.783419
2023-07-31 00:00:00+00:00,17.518833
2023-08-01 00:00:00+00:00,17.160501
2023-08-02 00:00:00+00:00,16.975082
2023-08-03 00:00:00+00:00,17.15008
2023-08-04 00:00:00+00:00,16.82508
2023-08-05 00:00:00+00:00,15.0146675
2023-08-06 00:00:00+00:00,15.181333
2023-08-07 00:00:00+00:00,15.723
2023-08-08 00:00:00+00:00,15.887584
2023-08-09 00:00:00+00:00,15.927166
2023-08-10 00:00:00+00:00,17.643835
2023-08-11 00:00:00+00:00,20.304249
2023-08-12 00:00:00+00:00,19.358416
2023-08-13 00:00:00+00:00,18.570917
2023-08-14 00:00:00+00:00,20.208414
2023-08-15 00:00:00+00:00,19.085499
2023-08-16 00:00:00+00:00,18.356333
2023-08-17 00:00:00+00:00,18.333416
2023-08-18 00:00:00+00:00,20.393831
2023-08-19 00:00:00+00:00,21.475082
2023-08-20 00:00:00+00:00,19.71675
2023-08-21 00:00:00+00:00,19.256332
2023-08-22 00:00:00+00:00,18.764666
2023-08-23 00:00:00+00:00,18.733416
2023-08-24 00:00:00+00:00,19.90425
2023-08-25 00:00:00+00:00,19.287584
2023-08-26 00:00:00+00:00,16.09175
2023-08-27 00:00:00+00:00,14.879249
2023-08-28 00:00:00+00:00,16.156332
2023-08-29 00:00:00+00:00,15.564667
2023-08-30 00:00:00+00:00,14.297999
2023-08-31 00:00:00+00:00,15.679252
2023-09-01 00:00:00+00:00,16.025082
2023-09-02 00:00:00+00:00,17.316748
2023-09-03 00:00:00+00:00,16.858418
2023-09-04 00:00:00+00:00,18.50425
2023-09-05 00:00:00+00:00,21.962584
2023-09-06 00:00:00+00:00,22.50425
2023-09-07 00:00:00+00:00,22.095915
2023-09-08 00:00:00+00:00,21.914663
2023-09-09 00:00:00+00:00,21.862581
2023-09-10 00:00:00+00:00,24.433416
2023-09-11 00:00:00+00:00,21.35425
2023-09-12 00:00:00+00:00,19.275082
2023-09-13 00:00:00+00:00,16.92925
2023-09-14 00:00:00+00:00,15.047997
2023-09-15 00:00:00+00:00,15.970916
2023-09-16 00:00:00+00:00,18.466751
2023-09-17 00:00:00+00:00,17.2105
2023-09-18 00:00:00+00:00,18.658417
2023-09-19 00:00:00+00:00,16.073
2023-09-20 00:00:00+00:00,18.16258
2023-09-21 00:00:00+00:00,15.737583
2023-09-22 00:00:00+00:00,13.604251
2023-09-23 00:00:00+00:00,13.695916
2023-09-24 00:00:00+00:00,14.079249
2023-09-25 00:00:00+00:00,15.777167
2023-09-26 00:00:00+00:00,16.9105
2023-09-27 00:00:00+00:00,17.735498
2023-09-28 00:00:00+00:00,17.489664
2023-09-29 00:00:00+00:00,16.497997
2023-09-30 00:00:00+00:00,14.74175
2023-10-01 00:00:00+00:00,18.020916
2023-10-02 00:00:00+00:00,18.348001
2023-10-03 00:00:00+00:00,16.531332
2023-10-04 00:00:00+00:00,14.89383
2023-10-05 00:00:00+00:00,15.627163
2023-10-06 00:00:00+00:00,16.106333
2023-10-07 00:00:00+00:00,18.200083
2023-10-08 00:00:00+00:00,15.320916
2023-10-09 00:00:00+00:00,17.523
2023-10-10 00:00:00+00:00,17.1605
2023-10-11 00:00:00+00:00,17.831335
2023-10-12 00:00:00+00:00,14.59175
2023-10-13 00:00:00+00:00,17.645916
2023-10-14 00:00:00+00:00,11.987584
2023-10-15 00:00:00+00:00,8.868834
2023-10-16 00:00:00+00:00,9.356334
2023-10-17 00:00:00+00:00,9.039666
2023-10-18 00:00:00+00:00,9.412583
2023-10-19 00:00:00+00:00,14.2438345
2023-10-20 00:00:00+00:00,10.4855
2023-10-21 00:00:00+00:00,13.000081
2023-10-22 00:00:00+00:00,11.65425
2023-10-23 00:00:00+00:00,9.498
2023-10-24 00:00:00+00:00,11.110499
2023-10-25 00:00:00+00:00,9.735499
2023-10-26 00:00:00+00:00,9.162582
2023-10-27 00:00:00+00:00,10.3271675
2023-10-28 00:00:00+00:00,11.0250845
2023-10-29 00:00:00+00:00,12.589665
2023-10-30 00:00:00+00:00,10.90425
2023-10-31 00:00:00+00:00,10.8355
2023-11-01 00:00:00+00:00,12.033416
2023-11-02 00:00:00+00:00,10.381334
2023-11-03 00:00:00+00:00,9.700084
2023-11-04 00:00:00+00:00,9.020917
2023-11-05 00:00:00+00:00,10.187584
2023-11-06 00:00:00+00:00,9.7334175
2023-11-07 00:00:00+00:00,9.460499
2023-11-08 00:00:00+00:00,9.281335
2023-11-09 00:00:00+00:00,9.258416
2023-11-10 00:00:00+00:00,7.350083
2023-11-11 00:00:00+00:00,7.8105016
2023-11-12 00:00:00+00:00,5.448
2023-11-13 00:00:00+00:00,9.445916
2023-11-14 00:00:00+00:00,11.822999
2023-11-15 00:00:00+00:00,11.0146675
2023-11-16 00:00:00+00:00,7.4646683
2023-11-17 00:00:00+00:00,5.2854996
2023-11-18 00:00:00+00:00,7.798
2023-11-19 00:00:00+00:00,12.487584
2023-11-20 00:00:00+00:00,10.527166
2023-11-21 00:00:00+00:00,8.358417
2023-11-22 00:00:00+00:00,5.4354997
2023-11-23 00:00:00+00:00,11.870915
2023-11-24 00:00:00+00:00,7.1334157
2023-11-25 00:00:00+00:00,6.4563336
2023-11-26 00:00:00+00:00,5.020916
2023-11-27 00:00:00+00:00,4.412583
2023-11-28 00:00:00+00:00,2.9334166
2023-11-29 00:00:00+00:00,2.6000836
2023-11-30 00:00:00+00:00,0.6438332
2023-12-01 00:00:00+00:00,-0.3895
2023-12-02 00:00:00+00:00,-0.65408355
2023-12-03 00:00:00+00:00,0.5375833
2023-12-04 00:00:00+00:00,1.6855
2023-12-05 00:00:00+00:00,1.7375833
2023-12-06 00:00:00+00:00,3.148
2023-12-07 00:00:00+00:00,0.16466665
2023-12-08 00:00:00+00:00,4.893833
2023-12-09 00:00:00+00:00,7.7604995
2023-12-10 00:00:00+00:00,9.518833
2023-12-11 00:00:00+00:00,9.139667
2023-12-12 00:00:00+00:00,7.4438324
2023-12-13 00:00:00+00:00,7.4563336
2023-12-14 00:00:00+00:00,5.19175
2023-12-15 00:00:00+00:00,7.4459176
2023-12-16 00:00:00+00:00,8.948001
2023-12-17 00:00:00+00:00,8.612582
2023-12-18 00:00:00+00:00,8.158417
2023-12-19 00:00:00+00:00,8.570916
2023-12-20 00:00:00+00:00,8.464665
2023-12-21 00:00:00+00:00,9.727166
2023-12-22 00:00:00+00:00,8.593834
2023-12-23 00:00:00+00:00,9.660501
2023-12-24 00:00:00+00:00,11.110499
2023-12-25 00:00:00+00:00,11.037583
2023-12-26 00:00:00+00:00,7.9896665
2023-12-27 00:00:00+00:00,6.218834
2023-12-28 00:00:00+00:00,9.275084
2023-12-29 00:00:00+00:00,8.915563
2023-12-30 00:00:00+00:00,8.166999
2023-12-31 00:00:00+00:00,8.94825
2024-01-01 00:00:00+00:00,7.564668
2024-01-02 00:00:00+00:00,10.089665
2024-01-03 00:00:00+00:00,9.408417
2024-01-04 00:00:00+00:00,7.1125836
2024-01-05 00:00:00+00:00,6.681333
2024-01-06 00:00:00+00:00,3.2896664
2024-01-07 00:00:00+00:00,0.37925005
2024-01-08 00:00:00+00:00,-0.82908344
2024-01-09 00:00:00+00:00,-2.4499168
2024-01-10 00:00:00+00:00,-1.9103335
2024-01-11 00:00:00+00:00,-0.12699996
2024-01-12 00:00:00+00:00,3.8084166
2024-01-13 00:00:00+00:00,4.8771663
2024-01-14 00:00:00+00:00,5.036854
2024-01-15 00:00:00+00:00,2.3982499
2024-01-16 00:00:00+00:00,0.9404791
2024-01-17 00:00:00+00:00,-0.75616676
2024-01-18 00:00:00+00:00,0.073000014
2024-01-19 00:00:00+00:00,1.1209167
2024-01-20 00:00:00+00:00,0.29591665
2024-01-21 00:00:00+00:00,3.012583
2024-01-22 00:00:00+00:00,9.40425
2024-01-23 00:00:00+00:00,7.933417
2024-01-24 00:00:00+00:00,9.7855
2024-01-25 00:00:00+00:00,6.8021665
2024-01-26 00:00:00+00:00,8.187582
2024-01-27 00:00:00+00:00,4.1646667
2024-01-28 00:00:00+00:00,4.493833
2024-01-29 00:00:00+00:00,6.568834
2024-01-30 00:00:00+00:00,7.952166
2024-01-31 00:00:00+00:00,6.012583
2024-02-01 00:00:00+00:00,6.4646664
2024-02-02 00:00:00+00:00,7.6563334
2024-02-03 00:00:00+00:00,9.758334
2024-02-04 00:00:00+00:00,9.564583
2024-02-05 00:00:00+00:00,8.695834
2024-02-06 00:00:00+00:00,9.7625
2024-02-07 00:00:00+00:00,4.7104173
2024-02-08 00:00:00+00:00,2.4770834
2024-02-09 00:00:00+00:00,10.197917
2024-02-10 00:00:00+00:00,9.870833
2024-02-11 00:00:00+00:00,8.20625
2024-02-12 00:00:00+00:00,6.216667
2024-02-13 00:00:00+00:00,6.2624993
2024-02-14 00:00:00+00:00,10.527083
2024-02-15 00:00:00+00:00,12.445832
2024-02-16 00:00:00+00:00,10.572915
2024-02-17 00:00:00+00:00,9.593751
2024-02-18 00:00:00+00:00,9.254167
2024-02-19 00:00:00+00:00,8.2625
2024-02-20 00:00:00+00:00,8.38125
2024-02-21 00:00:00+00:00,8.952084
2024-02-22 00:00:00+00:00,9.766666
2024-02-23 00:00:00+00:00,5.416666
2024-02-24 00:00:00+00:00,4.4312496
2024-02-25 00:00:00+00:00,5.6562495
2024-02-26 00:00:00+00:00,4.864583
2024-02-27 00:00:00+00:00,4.6
2024-02-28 00:00:00+00:00,6.1708336
2024-02-29 00:00:00+00:00,7.8583336
2024-03-01 00:00:00+00:00,7.818749
2024-03-02 00:00:00+00:00,8.695834
2024-03-03 00:00:00+00:00,9.991666
2024-03-04 00:00:00+00:00,6.9
2024-03-05 00:00:00+00:00,6.0458336
